PLACA,viajes,toneladas,dias_activos,corredores,flota,tipologia,viajes_mes,meses_activos,estabilidad,indice_utilizacion
TZS407.,3,25.137999999999998,3,3,Empresas,SENCILLO,0.17,2,0.11,0.02
TZT146,1,3.775,1,1,Empresas,TURBO,0.06,1,0.06,0.01
TZT329,1,16.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
TZW611,64,468.85699999999997,64,36,Terceros,SENCILLO,3.57,16,0.89,0.47
TZW997,3,67.158,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
TZW997  ,1,18.285,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
TZY043,12,377.048,12,8,Terceros,TRACTOMULA,0.67,3,0.17,0.09
TZY154,3,71.24000000000001,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
TZY315,8,56.07,8,3,Terceros,SENCILLO,0.45,6,0.33,0.06
TZY529,1,10.0,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
UAK183,6,95.26599999999999,6,6,Terceros,DOBLETROQUE,0.34,3,0.17,0.05
UAN016,1,33.433,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UAO461,13,243.87,13,6,Empresas,TRACTOMULA,0.73,5,0.28,0.1
UAP835,31,599.0,10,3,Empresas,TRACTOMULA,1.73,3,0.17,0.23
UFB623,77,634.428,76,42,Terceros,SENCILLO,4.3,17,0.94,0.57
UFE384,1,14.433,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFE525,173,1149.542,166,10,Terceros,SENCILLO,9.66,17,0.94,1.28
UFE554,6,50.659,5,2,Terceros,SENCILLO,0.34,2,0.11,0.05
UFE898,34,577.8,34,2,Empresas,TRACTOMULA,1.9,17,0.94,0.25
UFE919,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFE921,8,123.008,8,3,Terceros,DOBLETROQUE,0.45,7,0.39,0.06
UFJ474,67,1024.374,65,27,Terceros,DOBLETROQUE,3.74,17,0.94,0.5
UFK130,1,31.896,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFP086,8,24.44,8,6,Empresas,SENCILLO,0.45,5,0.28,0.06
UFP091,23,243.466,23,10,Terceros,DOBLETROQUE,1.28,4,0.22,0.17
UFP297,5,166.964,5,5,Terceros,TRACTOMULA,0.28,4,0.22,0.04
UFP361,12,190.351,12,8,Terceros,DOBLETROQUE,0.67,9,0.5,0.09
UFP530,47,729.768,47,30,Terceros,DOBLETROQUE,2.63,16,0.89,0.35
UFP551,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFP586,28,907.221,28,6,Terceros,TRACTOMULA,1.56,9,0.5,0.21
UFP682,35,265.791,35,13,Terceros,SENCILLO,1.95,8,0.44,0.26
UFP697,1,8.141,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UFP963,2,66.03399999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UFQ074,328,2974.978,321,17,Terceros,SENCILLO,18.32,18,1.0,1.5
UFQ340,218,115.08500000000001,210,6,Terceros,CAMIONETA,12.18,18,1.0,1.5
UFQ455,77,2517.9900000000002,77,14,Terceros,TRACTOMULA,4.3,16,0.89,0.57
UFS370,4,16.476,4,4,Terceros,TURBO,0.22,3,0.17,0.03
UFS693,28,234.748,28,20,Terceros,SENCILLO,1.56,14,0.78,0.21
UFT460,1,6.815,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UFT541,1,8.0,1,1,Terceros,TURBO,0.06,1,0.06,0.01
UFU505,276,224.488,266,8,Terceros,CAMIONETA,15.42,18,1.0,1.5
UFU770,8,137.695,8,2,Empresas,TRACTOMULA,0.45,6,0.33,0.06
UFV290,6,192.894,6,3,Empresas,TRACTOMULA,0.34,2,0.11,0.05
UFV313,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFV334,1,33.368,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFV451,1,33.05,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFV532,5,123.5,5,4,Empresas,TRACTOMULA,0.28,4,0.22,0.04
UFV575,3,79.59400000000001,3,3,Terceros,TRACTOMULA,0.17,3,0.17,0.02
UFW024,49,1493.474,48,6,Terceros,TRACTOMULA,2.74,15,0.83,0.36
UFW647,332,10443.518,300,6,Terceros,TRACTOMULA,18.54,18,1.0,1.5
UFW824,14,48.541999999999994,14,8,Terceros,TURBO,0.78,6,0.33,0.1
UFX159,1,16.977,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFX519,93,1458.495,93,37,Terceros,DOBLETROQUE,5.19,18,1.0,0.69
UFX868,35,109.315,33,23,Terceros,TURBO,1.95,10,0.56,0.26
UFX920,21,56.986,21,14,Terceros,TURBO,1.17,11,0.61,0.16
UFY022,34,542.614,34,15,Terceros,DOBLETROQUE,1.9,18,1.0,0.25
UFY082,2,69.0,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
UFZ267,67,253.01999999999998,66,12,Terceros,TURBO,3.74,17,0.94,0.5
UFZ439,10,157.834,9,7,Terceros,DOBLETROQUE,0.56,6,0.33,0.07
UFZ618,1,15.183,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFZ802,2,66.47,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
UFZ840,1,12.06,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UFZ971,71,2232.672,69,34,Terceros,TRACTOMULA,3.97,18,1.0,0.53
UGD245,211,1846.362,205,19,Terceros,SENCILLO,11.79,18,1.0,1.5
UNJ419,78,685.7090000000001,76,13,Terceros,SENCILLO,4.36,10,0.56,0.58
UPA993,16,552.0,16,3,Empresas,TRACTOMULA,0.89,13,0.72,0.12
UPG089,20,174.876,20,10,Terceros,SENCILLO,1.12,3,0.17,0.15
UPN252,1,8.038,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UPN997,5,154.82,5,5,Terceros,TRACTOMULA,0.28,5,0.28,0.04
UPO091,1,14.952,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPO142,293,1979.515,265,4,Terceros,SENCILLO,16.36,18,1.0,1.5
UPO253,1,31.715,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPO264,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPO454,17,586.0,17,3,Empresas,TRACTOMULA,0.95,13,0.72,0.13
UPO601,1,6.752,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UPO654,4,132.0,4,2,Terceros,TRACTOMULA,0.22,1,0.06,0.03
UPO826,43,635.52,42,20,Terceros,DOBLETROQUE,2.4,17,0.94,0.32
UPO921,1,26.3,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPO952,9,288.839,9,7,Terceros,TRACTOMULA,0.5,7,0.39,0.07
UPP052,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPP241,5,49.002,5,5,Terceros,SENCILLO,0.28,3,0.17,0.04
UPP638,2,7.406000000000001,2,2,Empresas,TURBO,0.11,2,0.11,0.01
UPP716,1,28.284,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPQ406,1,1.481,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UPQ532,2,14.546,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UPQ724,4,131.826,4,2,Empresas,TRACTOMULA,0.22,3,0.17,0.03
UPQ729,2,66.21100000000001,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UPQ729.,1,16.0,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
UPQ741,5,31.264,5,5,Terceros,SENCILLO,0.28,2,0.11,0.04
UPR091,1,28.96,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPR380,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPR592,1,30.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPR660,4,76.005,4,1,Empresas,TRACTOMULA,0.22,3,0.17,0.03
UPR726,1,33.096999999999994,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UPR827,2,7.8709999999999996,2,2,Empresas,SENCILLO,0.11,1,0.06,0.01
UPS470,25,800.144,25,2,Terceros,TRACTOMULA,1.4,9,0.5,0.19
UPS959,3,10.174,3,3,Terceros,TURBO,0.17,1,0.06,0.02
UPT550,2,63.019,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UQP532,2,14.085,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UQP851,1,29.474,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UQT994,1,30.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UQX029,8,32.833,8,2,Empresas,SENCILLO,0.45,5,0.28,0.06
UQY395,2,8.254000000000001,2,2,Empresas,TURBO,0.11,2,0.11,0.01
UQY623,1,19.035,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UQZ587,25,791.364,25,20,Terceros,TRACTOMULA,1.4,12,0.67,0.19
UQZ592,2,53.7,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
URJ920,1,14.0,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
USA223,17,28.422,17,3,Terceros,TURBO,0.95,2,0.11,0.13
USA437,1,32.813,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USA529,150,1280.341,134,41,Terceros,SENCILLO,8.38,14,0.78,1.11
USA568,1,20.36,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USA654,1,8.12,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
USA807,1,16.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USA919,1,14.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
USB230,10,342.497,10,4,Empresas,TRACTOMULA,0.56,7,0.39,0.07
USB272,1,32.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USB733,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USB882,1,29.295,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USB969,28,224.126,28,16,Terceros,SENCILLO,1.56,7,0.39,0.21
USB999,4,137.5,4,2,Empresas,TRACTOMULA,0.22,3,0.17,0.03
USC092,1,1.015,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
USC160,165,2503.667,160,14,Terceros,DOBLETROQUE,9.22,18,1.0,1.22
USC324,22,186.564,22,15,Terceros,SENCILLO,1.23,5,0.28,0.16
USC399,1,8.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
USC558,1,32.795,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
USC580,30,125.384,30,7,Terceros,TURBO,1.68,3,0.17,0.22
USC609,64,535.266,64,32,Terceros,SENCILLO,3.57,17,0.94,0.47
USC779,213,3319.97,191,71,Terceros,DOBLETROQUE,11.9,17,0.94,1.5
USC885,34,288.637,33,20,Terceros,SENCILLO,1.9,5,0.28,0.25
USC954,3,96.71600000000001,3,3,Empresas,TRACTOMULA,0.17,2,0.11,0.02
USC991,73,222.257,73,33,Terceros,TURBO,4.08,15,0.83,0.54
USD022,44,315.464,44,30,Terceros,SENCILLO,2.46,17,0.94,0.33
USD179,31,430.678,31,4,Empresas,TRACTOMULA,1.73,15,0.83,0.23
USD253,546,663.732,348,12,Terceros,TURBO,30.5,18,1.0,1.5
USD335,2,8.096,2,2,Empresas,SENCILLO,0.11,1,0.06,0.01
USD472,2,15.475000000000001,2,1,Terceros,SENCILLO,0.11,2,0.11,0.01
USD589,1,3.297,1,1,Empresas,TURBO,0.06,1,0.06,0.01
USD850,1,7.404,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UTU975,6,97.411,6,4,Empresas,DOBLETROQUE,0.34,3,0.17,0.05
UUD186,3,46.751999999999995,3,2,Empresas,DOBLETROQUE,0.17,2,0.11,0.02
UUX337,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UVJ304,1,16.834,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UVJ309,3,68.73,3,2,Empresas,TRACTOMULA,0.17,2,0.11,0.02
UVM691,10,324.663,10,5,Empresas,TRACTOMULA,0.56,5,0.28,0.07
UVM692,5,162.854,5,3,Empresas,TRACTOMULA,0.28,5,0.28,0.04
UVP845,186,1603.038,178,15,Terceros,SENCILLO,10.39,17,0.94,1.38
UVY241,240,3648.384,230,14,Terceros,DOBLETROQUE,13.4,18,1.0,1.5
UVY992,2,69.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UWQ949,27,192.96699999999998,27,14,Terceros,SENCILLO,1.51,14,0.78,0.2
UWS047,1,10.6,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYA324,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYA355,1,32.811,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYA381,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYT225,2,60.06,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UYT355,28,862.16,26,11,Terceros,TRACTOMULA,1.56,9,0.5,0.21
UYU020,1,27.358,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYU031,46,399.543,45,24,Terceros,SENCILLO,2.57,8,0.44,0.34
UYU157,115,1747.529,110,60,Terceros,DOBLETROQUE,6.42,18,1.0,0.85
UYV220,308,763.643,266,14,Terceros,TURBO,17.2,17,0.94,1.5
UYW010,3,27.887,3,2,Terceros,SENCILLO,0.17,2,0.11,0.02
UYW716,1,11.66,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYX337,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UYZ620,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZC483,1,15.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
UZD796,2,65.35499999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
UZK189,4,59.0,4,2,Terceros,TRACTOMULA,0.22,1,0.06,0.03
UZK411,1,9.0,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
UZK413,1,14.577,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
UZK414,1,16.088,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
UZK488,1,8.989,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UZL032,1,31.587,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZL038,58,1832.119,58,27,Terceros,TRACTOMULA,3.24,17,0.94,0.43
UZN085,4,125.59,4,1,Empresas,TRACTOMULA,0.22,2,0.11,0.03
UZN094,54,430.592,54,34,Terceros,SENCILLO,3.02,18,1.0,0.4
UZN096,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZN100,3,44.065,3,2,Empresas,TRACTOMULA,0.17,2,0.11,0.02
UZN172,1,14.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
UZN180,14,221.687,14,11,Terceros,DOBLETROQUE,0.78,6,0.33,0.1
UZN205,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZN211,1,32.289,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZN226,1,6.679,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
UZN252,4,58.929,4,4,Empresas,DOBLETROQUE,0.22,3,0.17,0.03
UZN279,16,123.383,16,11,Terceros,SENCILLO,0.89,8,0.44,0.12
UZN285,60,489.19300000000004,60,37,Terceros,SENCILLO,3.35,18,1.0,0.44
UZN288,1,28.561,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZN290,2,30.423000000000002,2,2,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
UZN321,12,320.625,12,3,Empresas,TRACTOMULA,0.67,5,0.28,0.09
UZN422,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
UZN424,9,279.891,9,1,Empresas,TRACTOMULA,0.5,6,0.33,0.07
VAK231,1,7.058,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VAK301,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VAK459,15,127.205,15,7,Terceros,SENCILLO,0.84,9,0.5,0.11
VAK515,30,450.829,30,3,Empresas,TRACTOMULA,1.68,17,0.94,0.22
VAK670,2,18.895,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
VBI192,4,25.962,4,2,Empresas,SENCILLO,0.22,4,0.22,0.03
VBP916,40,345.476,25,11,Terceros,SENCILLO,2.23,2,0.11,0.3
VBT694,1,16.021,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VCB212,1,4.3,1,1,Empresas,TURBO,0.06,1,0.06,0.01
VCM152,45,977.8389999999999,45,17,Terceros,TRACTOMULA,2.51,15,0.83,0.33
VCM546,3,103.5,3,1,Empresas,TRACTOMULA,0.17,2,0.11,0.02
VCU322,1,33.292,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VCU328,2,69.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
VCU743,2,12.474,2,2,Terceros,TURBO,0.11,1,0.06,0.01
VCV048,8,28.540999999999997,8,2,Terceros,TURBO,0.45,4,0.22,0.06
VCY204,47,191.579,47,28,Terceros,TURBO,2.63,13,0.72,0.35
VDA641,1,16.378,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
VDA671,8,129.09,8,6,Terceros,DOBLETROQUE,0.45,5,0.28,0.06
VDB441,1,16.409,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
VDQ098,6,18.58,6,3,Empresas,TURBO,0.34,6,0.33,0.05
VDS697,7,222.49,7,5,Terceros,TRACTOMULA,0.39,6,0.33,0.05
VDV417,1,4.1,1,1,Empresas,TURBO,0.06,1,0.06,0.01
VDY072,2,11.579999999999998,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
VDZ152,3,11.416,3,3,Terceros,TURBO,0.17,2,0.11,0.02
VEA790,377,1166.29,328,40,Terceros,TURBO,21.06,18,1.0,1.5
VEB753,5,166.099,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
VEE504,1,4.089,1,1,Empresas,TURBO,0.06,1,0.06,0.01
VEF991,1,16.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VEH452,119,983.803,110,26,Terceros,SENCILLO,6.65,9,0.5,0.88
VEQ516,61,1938.801,59,19,Terceros,TRACTOMULA,3.41,17,0.94,0.45
VEX783,1,4.179,1,1,Empresas,TURBO,0.06,1,0.06,0.01
VFA361,43,322.94,43,21,Terceros,SENCILLO,2.4,9,0.5,0.32
VFA408,20,175.206,20,8,Terceros,SENCILLO,1.12,3,0.17,0.15
VFD365,25,219.315,25,17,Terceros,SENCILLO,1.4,9,0.5,0.19
VFD584,7,223.428,7,2,Empresas,TRACTOMULA,0.39,2,0.11,0.05
VFE306,5,17.829,5,5,Terceros,TURBO,0.28,3,0.17,0.04
VIK200,1,2.39,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
VIK509,1,7.801,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
VIV008,178,5193.49,172,14,Terceros,TRACTOMULA,9.94,18,1.0,1.32
VJF047,16,80.424,16,3,Empresas,SENCILLO,0.89,12,0.67,0.12
VKH535,81,696.842,81,44,Terceros,SENCILLO,4.52,18,1.0,0.6
VKI467,3,1.81,1,1,Empresas,SENCILLO,0.17,1,0.06,0.02
VKI475,1,8.598,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
VKJ601,327,4925.018,294,13,Terceros,DOBLETROQUE,18.26,18,1.0,1.5
VKJ754,66,1018.649,65,37,Terceros,DOBLETROQUE,3.69,18,1.0,0.49
VKK372,1,32.517,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VKK544,6,204.0,6,6,Terceros,TRACTOMULA,0.34,4,0.22,0.05
VLG604,332,10455.474,298,10,Terceros,TRACTOMULA,18.54,18,1.0,1.5
VLG814,1,3.7,1,1,Empresas,TURBO,0.06,1,0.06,0.01
VLH002,12,38.916000000000004,12,10,Terceros,TURBO,0.67,4,0.22,0.09
VLH082,328,1088.259,274,44,Terceros,TURBO,18.32,18,1.0,1.5
VMB361,1,9.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT149,3,103.5,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
VMT297,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT369,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT402,1,21.92,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT408,1,33.072,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT413,1,19.006999999999998,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT449,2,69.0,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
VMT558,1,34.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT565,1,31.236,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT594,2,50.550999999999995,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
VMT673,116,980.03,115,51,Terceros,SENCILLO,6.48,18,1.0,0.86
VMT689,1,33.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
VMT771,130,1093.512,127,62,Terceros,SENCILLO,7.26,18,1.0,0.96
VMT776,1,32.106,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT820,87,746.704,87,30,Terceros,SENCILLO,4.86,18,1.0,0.64
VMT826,3,90.09,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
VMT848,5,150.15,5,1,Empresas,TRACTOMULA,0.28,4,0.22,0.04
VMT861,5,165.0,5,1,Terceros,TRACTOMULA,0.28,2,0.11,0.04
VMT871,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT882,2,41.379,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
VMT886,12,396.0,11,1,Terceros,TRACTOMULA,0.67,3,0.17,0.09
VMT946,1,27.358,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMT958,5,165.063,5,3,Empresas,TRACTOMULA,0.28,4,0.22,0.04
VMT962,2,65.00200000000001,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
VMT979,1,28.664,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMU280,27,918.0,25,16,Terceros,TRACTOMULA,1.51,7,0.39,0.2
VMU324,1,30.01,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VMU362,14,431.60699999999997,14,13,Terceros,TRACTOMULA,0.78,9,0.5,0.1
VMU366,35,1010.232,35,23,Terceros,TRACTOMULA,1.95,15,0.83,0.26
VOV789,3,79.031,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
VSA921,104,1572.278,100,55,Terceros,DOBLETROQUE,5.81,18,1.0,0.77
VSB742,1,16.95,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VSD905,3,30.0,3,2,Terceros,SENCILLO,0.17,2,0.11,0.02
VSE126,54,823.361,53,35,Terceros,DOBLETROQUE,3.02,18,1.0,0.4
VSE232,1,14.162,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
VSE826,3,94.932,3,3,Terceros,TRACTOMULA,0.17,3,0.17,0.02
VSI773,23,732.808,23,6,Empresas,TRACTOMULA,1.28,11,0.61,0.17
VXA450,15,71.705,15,4,Empresas,SENCILLO,0.84,10,0.56,0.11
VXB051,2,18.0,2,2,Terceros,SENCILLO,0.11,1,0.06,0.01
VXF780,75,1151.432,74,43,Terceros,DOBLETROQUE,4.19,18,1.0,0.56
VXF835,118,1747.583,118,45,Terceros,DOBLETROQUE,6.59,18,1.0,0.87
VXG919,5,72.469,5,5,Terceros,DOBLETROQUE,0.28,4,0.22,0.04
VXH572,3,47.76,3,3,Empresas,DOBLETROQUE,0.17,2,0.11,0.02
VXI661.,1,33.374,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VXI979,5,172.5,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
VZD513,2,66.935,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
VZD640,1,16.0,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
VZD675,2,62.17400000000001,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
VZD998,2,64.12899999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
VZE552,84,1128.818,84,35,Terceros,DOBLETROQUE,4.69,18,1.0,0.62
VZE608,3,49.07,3,2,Empresas,DOBLETROQUE,0.17,2,0.11,0.02
VZH994,1,32.944,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VZI174,15,517.0,15,3,Empresas,TRACTOMULA,0.84,9,0.5,0.11
VZI188,8,140.078,8,2,Empresas,TRACTOMULA,0.45,6,0.33,0.06
VZI225,46,394.505,46,21,Terceros,SENCILLO,2.57,15,0.83,0.34
VZI255,87,740.01,87,19,Terceros,SENCILLO,4.86,18,1.0,0.64
VZI257,126,997.235,125,41,Terceros,SENCILLO,7.04,18,1.0,0.93
VZI264,15,254.146,15,6,Terceros,DOBLETROQUE,0.84,8,0.44,0.11
VZI325,1,6.24,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VZI376,1,14.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
VZI435,1,31.814,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
WBD254,5,154.459,5,4,Empresas,TRACTOMULA,0.28,3,0.17,0.04
WBE088,10,35.887,10,6,Empresas,TURBO,0.56,5,0.28,0.07
WBF282,1,7.264,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
WBF928,2,8.094999999999999,2,2,Empresas,TURBO,0.11,2,0.11,0.01
WBG216,2,67.14,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
WCK110,509,584.292,336,11,Terceros,CAMIONETA,28.43,18,1.0,1.5
WCK157,1,5.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
WCK377,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
WCN651,3,25.653,3,2,Empresas,SENCILLO,0.17,2,0.11,0.02
WCN821,2,65.0,2,2,Terceros,TRACTOMULA,0.11,2,0.11,0.01
WCN879,1,1.2,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
WCO092,72,1987.265,69,26,Terceros,TRACTOMULA,4.02,18,1.0,0.53
WCO215,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
WCO354,1,16.836,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
WCP021,8,70.053,8,6,Terceros,SENCILLO,0.45,6,0.33,0.06
WCP362,1,7.803,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
WCP369,1,18.883,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
WCP660,1,17.298,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
WCQ106,21,150.617,21,10,Terceros,SENCILLO,1.17,11,0.61,0.16
WCQ328,3,13.138000000000002,3,3,Empresas,SENCILLO,0.17,3,0.17,0.02
WCQ347,1,32.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
WCQ461,4,15.209999999999999,4,3,Empresas,TURBO,0.22,2,0.11,0.03
WCQ538,372,1411.559,323,22,Terceros,SENCILLO,20.78,18,1.0,1.5
