PLACA,viajes,toneladas,dias_activos,corredores,flota,tipologia,viajes_mes,meses_activos,estabilidad,indice_utilizacion
SAK450,342,826.77,305,24,Terceros,TURBO,19.1,18,1.0,1.5
SAK454,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV181,2,2.7640000000000002,2,1,Empresas,SENCILLO,0.11,2,0.11,0.01
SAV194,1,27.36,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV205,9,259.741,9,1,Empresas,TRACTOMULA,0.5,9,0.5,0.07
SAV209,1,29.077,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV366,1,29.633,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV371,1,29.199,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV384,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV389,1,14.737,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV409,4,86.72699999999999,4,3,Empresas,TRACTOMULA,0.22,4,0.22,0.03
SAV415,2,69.0,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SAV511,1,32.337,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV514,1,28.669,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV701,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV746,3,87.276,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SAV766,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV792,2,16.796,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
SAV793,5,133.071,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
SAV800,2,60.955,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SAV823,3,77.10300000000001,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SAV835,3,88.58,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SAV843,3,16.908,3,2,Empresas,DOBLETROQUE,0.17,3,0.17,0.02
SAV850,1,28.96,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV852,2,56.547000000000004,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SAV855,2,5.8629999999999995,2,1,Empresas,SENCILLO,0.11,2,0.11,0.01
SAV862,1,12.195,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV911,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV918,6,121.606,6,4,Empresas,TRACTOMULA,0.34,5,0.28,0.05
SAV920,1,29.294999999999998,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV922,1,29.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAV933,2,57.769,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SAV945,1,33.601000000000006,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SAW086,4,59.336999999999996,4,3,Empresas,DOBLETROQUE,0.22,3,0.17,0.03
SBG921,101,832.903,94,48,Terceros,SENCILLO,5.64,9,0.5,0.75
SBH939,267,2348.245,260,14,Terceros,SENCILLO,14.91,18,1.0,1.5
SBK081,2,16.169,2,2,Terceros,SENCILLO,0.11,1,0.06,0.01
SBK898,75,2244.419,67,17,Terceros,TRACTOMULA,4.19,7,0.39,0.56
SBL010,207,3105.833,197,17,Terceros,DOBLETROQUE,11.56,18,1.0,1.5
SBL422,222,3304.838,218,13,Terceros,DOBLETROQUE,12.4,18,1.0,1.5
SBL456,1,4.293,1,1,Empresas,TURBO,0.06,1,0.06,0.01
SBN307,2,58.565999999999995,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SBN315,1,6.622,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SBN333,5,37.674,5,4,Terceros,SENCILLO,0.28,5,0.28,0.04
SBN335,60,382.082,57,12,Terceros,SENCILLO,3.35,17,0.94,0.44
SBN337,39,294.856,39,18,Terceros,SENCILLO,2.18,17,0.94,0.29
SBN380,7,54.040000000000006,7,7,Terceros,SENCILLO,0.39,4,0.22,0.05
SBN619,14,94.227,14,7,Terceros,SENCILLO,0.78,9,0.5,0.1
SBN750,2,7.841,2,1,Terceros,TURBO,0.11,1,0.06,0.01
SBN770,1,24.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SBN870,2,18.137999999999998,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
SBN930,21,147.418,21,12,Terceros,SENCILLO,1.17,14,0.78,0.16
SBV215,18,76.094,15,2,Terceros,TURBO,1.01,5,0.28,0.13
SBV322,2,31.534,2,1,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
SCK055,1,16.692,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SCN014,1,11.006,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SCT060,14,212.734,13,13,Terceros,DOBLETROQUE,0.78,7,0.39,0.1
SCT138,1,18.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SCT241,1,32.507000000000005,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SCT548,2,12.855,2,2,Terceros,SENCILLO,0.11,2,0.11,0.01
SCX022,1,3.072,1,1,Empresas,TURBO,0.06,1,0.06,0.01
SDC084,3,21.092,3,3,Empresas,SENCILLO,0.17,2,0.11,0.02
SDK108,2,21.745000000000005,2,2,Empresas,CUATROMANOS,0.11,2,0.11,0.01
SDK551,2,64.06899999999999,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SDK571,2,58.848,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SDK580,2,65.388,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SDM014,160,1384.6970000000001,152,37,Terceros,SENCILLO,8.94,14,0.78,1.19
SDM602,2,32.007,2,2,Terceros,DOBLETROQUE,0.11,2,0.11,0.01
SDN307,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SDN759,3,90.09,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SDO020,1,4.682,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SDO157,2,48.30499999999999,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SDP621,1,20.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SDW197,11,351.079,11,5,Terceros,TRACTOMULA,0.61,8,0.44,0.08
SEA132,1,6.247,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SEK859,1,14.029,1,1,Empresas,DOBLETROQUE,0.06,1,0.06,0.01
SET134,1,20.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SET139,3,47.845,3,1,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SET190,3,87.67699999999999,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SET193,34,287.117,31,7,Terceros,SENCILLO,1.9,3,0.17,0.25
SET270,5,101.439,5,4,Empresas,TRACTOMULA,0.28,4,0.22,0.04
SET272,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SET285,3,103.0,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SET315,107,881.8679999999999,107,38,Terceros,SENCILLO,5.98,17,0.94,0.79
SET333,2,57.76899999999999,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SET350,1,9.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SEY032,2,42.907,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SEY038,1,32.978,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SEY066,2,54.85,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SEY074,2,31.186,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SEY086,1,29.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SEY114,11,76.33500000000001,11,6,Terceros,SENCILLO,0.61,7,0.39,0.08
SEY180,1,23.741,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SEY280,1,7.916,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SEY315,14,54.402,14,9,Terceros,TURBO,0.78,8,0.44,0.1
SEY319,2,57.718,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SEY392,1,15.897,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SEY430,1,16.875,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SEY436,3,90.09,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SGC785,4,58.349000000000004,4,1,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SGE389,1,30.226,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SGG274,1,9.164,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
SGM232,59,899.136,57,26,Terceros,DOBLETROQUE,3.3,17,0.94,0.44
SHB453,201,1311.689,188,8,Terceros,SENCILLO,11.23,18,1.0,1.49
SHT987,1,28.968000000000004,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SIR134,250,3946.03,244,43,Terceros,DOBLETROQUE,13.96,18,1.0,1.5
SIS285,2,69.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SIS882,2,31.003999999999998,2,2,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
SJK177,1,32.21,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SJK194,2,35.0,2,1,Terceros,TRACTOMULA,0.11,1,0.06,0.01
SJK199,5,37.469,5,2,Empresas,TRACTOMULA,0.28,5,0.28,0.04
SJK247,16,512.778,16,3,Empresas,TRACTOMULA,0.89,9,0.5,0.12
SJK250,2,64.463,2,1,Terceros,TRACTOMULA,0.11,1,0.06,0.01
SJP339,2,43.047,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SJP463,2,61.187000000000005,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SJP563,6,175.722,6,3,Empresas,TRACTOMULA,0.34,6,0.33,0.05
SJP724,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SJP817,2,64.307,2,1,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SJQ011,4,132.121,4,4,Terceros,TRACTOMULA,0.22,3,0.17,0.03
SJQ040,1,32.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SJQ193,1,33.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SJQ635,3,98.098,3,2,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SJQ656,140,1107.843,138,55,Terceros,SENCILLO,7.82,18,1.0,1.04
SJS992,1,8.92,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SJU212,1,3.593,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SJU426,2,10.427,2,2,Empresas,SENCILLO,0.11,2,0.11,0.01
SJU980,1,30.001,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKA110,324,2706.395,300,16,Terceros,SENCILLO,18.1,18,1.0,1.5
SKB183,362,3124.203,337,12,Terceros,SENCILLO,20.22,18,1.0,1.5
SKB192,29,464.347,29,16,Terceros,CUATROMANOS,1.62,14,0.78,0.21
SKB223,8,139.4,5,2,Empresas,TRACTOMULA,0.45,3,0.17,0.06
SKB233,1,28.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKB627,31,220.796,31,8,Terceros,SENCILLO,1.73,6,0.33,0.23
SKE727,90,1389.067,89,37,Terceros,DOBLETROQUE,5.03,12,0.67,0.67
SKE955,2,31.698999999999998,2,2,Empresas,DOBLETROQUE,0.11,1,0.06,0.01
SKE959,2,61.351,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SKE998,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKF056,44,1396.672,44,19,Terceros,TRACTOMULA,2.46,16,0.89,0.33
SKF387,3,103.5,3,1,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SKF404,87,1373.363,83,20,Terceros,DOBLETROQUE,4.86,11,0.61,0.64
SKF491,30,453.531,30,22,Terceros,DOBLETROQUE,1.68,14,0.78,0.22
SKF609,247,2133.392,220,21,Terceros,SENCILLO,13.8,17,0.94,1.5
SKF708,217,3404.159,202,51,Terceros,DOBLETROQUE,12.12,17,0.94,1.5
SKF832,21,174.24,21,19,Terceros,SENCILLO,1.17,7,0.39,0.16
SKG570,1,33.21,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKG673,1,9.078,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
SKG691,1,8.618,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SKH330 ,1,19.526,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKH489,1,7.7,1,1,Terceros,SENCILLO,0.06,1,0.06,0.01
SKH535,5,42.219,5,5,Empresas,SENCILLO,0.28,4,0.22,0.04
SKH766,1,30.03,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKH773,97,1320.442,96,40,Terceros,DOBLETROQUE,5.42,18,1.0,0.72
SKI187,24,370.758,24,17,Terceros,DOBLETROQUE,1.34,13,0.72,0.18
SKI494,7,56.812,7,3,Empresas,SENCILLO,0.39,5,0.28,0.05
SKI863,51,436.943,49,37,Terceros,SENCILLO,2.85,11,0.61,0.38
SKJ856,198,1266.6970000000001,190,6,Terceros,SENCILLO,11.06,18,1.0,1.47
SKK808,1,10.651,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKK811,1,33.26,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKL030,30,576.039,30,8,Empresas,TRACTOMULA,1.68,12,0.67,0.22
SKL226,1,4.058,1,1,Terceros,TURBO,0.06,1,0.06,0.01
SKL274,23,374.133,22,13,Terceros,DOBLETROQUE,1.28,7,0.39,0.17
SKL285,20,628.944,20,17,Terceros,TRACTOMULA,1.12,10,0.56,0.15
SKL608,1,16.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKL725,22,759.0,22,1,Empresas,TRACTOMULA,1.23,11,0.61,0.16
SKM699,4,119.337,4,4,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SKM716,2,66.749,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SKM789,1,14.217,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKM861,10,180.755,10,2,Empresas,TRACTOMULA,0.56,9,0.5,0.07
SKM935,80,629.517,79,44,Terceros,SENCILLO,4.47,13,0.72,0.59
SKN009,27,908.59,26,16,Terceros,TRACTOMULA,1.51,7,0.39,0.2
SKN083,17,535.114,17,6,Terceros,TRACTOMULA,0.95,8,0.44,0.13
SKN145,2,58.664,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SKN156,78,652.897,77,41,Terceros,SENCILLO,4.36,17,0.94,0.58
SKN165,1,30.507,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SKN235,5,172.5,5,1,Empresas,TRACTOMULA,0.28,3,0.17,0.04
SKN244,3,95.192,3,2,Empresas,TRACTOMULA,0.17,1,0.06,0.02
SKN298,31,492.15,28,20,Terceros,DOBLETROQUE,1.73,8,0.44,0.23
SKN533,80,1679.5529999999999,78,11,Terceros,TRACTOMULA,4.47,17,0.94,0.59
SKN540,5,33.668,4,2,Empresas,SENCILLO,0.28,3,0.17,0.04
SKN634,1,32.313,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SKN819,1,32.664,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKN879,6,207.0,6,1,Empresas,TRACTOMULA,0.34,4,0.22,0.05
SKN898,11,346.343,11,5,Empresas,TRACTOMULA,0.61,6,0.33,0.08
SKN905,1,28.479,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKN978,1,29.470999999999997,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKO000,6,96.91,6,1,Empresas,TRACTOMULA,0.34,5,0.28,0.05
SKO135,53,422.95,53,27,Terceros,SENCILLO,2.96,18,1.0,0.39
SKO264,73,616.351,73,17,Terceros,SENCILLO,4.08,17,0.94,0.54
SKO516,3,103.5,3,2,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SKO557,1,20.898,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKO564,3,50.8,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SKO963,1,27.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKP125,1,4.223,1,1,Empresas,TURBO,0.06,1,0.06,0.01
SKP564,1,22.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKR324,57,889.039,57,29,Terceros,DOBLETROQUE,3.18,18,1.0,0.42
SKR418,2,32.07,1,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SKR452,1,30.019,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKR508,2,31.678,2,1,Empresas,DOBLETROQUE,0.11,2,0.11,0.01
SKR542,6,141.445,6,5,Empresas,TRACTOMULA,0.34,4,0.22,0.05
SKR581,3,96.936,3,3,Terceros,TRACTOMULA,0.17,2,0.11,0.02
SKR736,2,32.730000000000004,2,2,Terceros,DOBLETROQUE,0.11,2,0.11,0.01
SKV048,1,32.509,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKV195,61,483.309,59,28,Terceros,SENCILLO,3.41,17,0.94,0.45
SKV199,4,138.0,4,2,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SKV376,6,191.65,6,2,Empresas,TRACTOMULA,0.34,6,0.33,0.05
SKV614,4,29.119,4,4,Terceros,SENCILLO,0.22,1,0.06,0.03
SKV718,3,84.925,3,3,Terceros,TRACTOMULA,0.17,3,0.17,0.02
SKV742,14,119.514,14,10,Terceros,SENCILLO,0.78,7,0.39,0.1
SKX174,1,27.358,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKX182,1,30.276,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKX215,5,134.7,5,1,Empresas,TRACTOMULA,0.28,4,0.22,0.04
SKX299,2,54.0,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SKY150,41,343.187,36,26,Terceros,SENCILLO,2.29,15,0.83,0.3
SKY156,26,217.625,26,12,Terceros,SENCILLO,1.45,11,0.61,0.19
SKY392,192,3051.718,183,55,Terceros,DOBLETROQUE,10.72,18,1.0,1.42
SKY742,106,2980.821,106,22,Flota Propia,TRACTOMULA,5.92,18,1.0,0.79
SKY906,1,33.300999999999995,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SKY925,9,28.688,9,7,Terceros,TURBO,0.5,5,0.28,0.07
SKY956,2,9.678,2,2,Empresas,TURBO,0.11,1,0.06,0.01
SKZ151,71,1905.429,63,28,Terceros,TRACTOMULA,3.97,18,1.0,0.53
SKZ193,1,25.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SKZ208,130,406.763,121,52,Terceros,TURBO,7.26,16,0.89,0.96
SKZ311,5,29.154,5,5,Empresas,SENCILLO,0.28,4,0.22,0.04
SKZ376,3,92.87299999999999,2,2,Terceros,TRACTOMULA,0.17,2,0.11,0.02
SKZ435,8,33.091,8,8,Terceros,TURBO,0.45,2,0.11,0.06
SKZ509,31,957.74,30,22,Terceros,TRACTOMULA,1.73,11,0.61,0.23
SKZ710,1,3.98,1,1,Empresas,TURBO,0.06,1,0.06,0.01
SKZ831,5,83.226,5,1,Empresas,TRACTOMULA,0.28,5,0.28,0.04
SKZ831 ,4,60.597,4,1,Empresas,TRACTOMULA,0.22,4,0.22,0.03
SKZ853,89,2472.465,89,22,Flota Propia,TRACTOMULA,4.97,18,1.0,0.66
SKZ878,30,924.664,30,17,Terceros,TRACTOMULA,1.68,12,0.67,0.22
SKZ881,7,241.5,7,1,Empresas,TRACTOMULA,0.39,4,0.22,0.05
SLF400,1,21.585,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SLF449,53,859.936,49,22,Terceros,DOBLETROQUE,2.96,9,0.5,0.39
SLF567,14,457.331,14,6,Terceros,TRACTOMULA,0.78,5,0.28,0.1
SLF709,1,15.295,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SLF745,2,60.666,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SLF799,2,50.958,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SLF900,2,42.823,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SLG510,1,4.884,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SLG894,3,91.121,3,3,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SLH589,4,131.662,4,4,Empresas,TRACTOMULA,0.22,3,0.17,0.03
SLH837,37,104.45,35,22,Terceros,TURBO,2.07,10,0.56,0.27
SLH859,113,817.648,112,44,Terceros,SENCILLO,6.31,17,0.94,0.84
SLI249,17,66.845,17,12,Terceros,TURBO,0.95,4,0.22,0.13
SLI430,12,187.451,12,11,Terceros,DOBLETROQUE,0.67,9,0.5,0.09
SLI797,1,7.768,1,1,Terceros,TURBO,0.06,1,0.06,0.01
SLJ034,2,16.173000000000002,2,1,Terceros,SENCILLO,0.11,2,0.11,0.01
SLJ179,1,0.685,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SLK238,1,32.22,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SLK279,35,83.375,28,2,Empresas,TURBO,1.95,17,0.94,0.26
SLK536,1,30.222,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SLP086,3,100.92099999999999,3,2,Empresas,TRACTOMULA,0.17,3,0.17,0.02
SLP087,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SLP121,1,9.092,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SLP320,260,1741.149,255,16,Empresas,SENCILLO,14.52,18,1.0,1.5
SMA373,1,33.04,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SMA537,1,32.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMA539,2,60.385,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SMA670,3,96.104,3,2,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SMA719,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMA829,1,11.83,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMB006,2,31.838,2,2,Terceros,DOBLETROQUE,0.11,2,0.11,0.01
SMB029,153,2463.431,137,22,Terceros,DOBLETROQUE,8.55,13,0.72,1.13
SMB042,1,27.358,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMB051,1,33.336,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMB098,1,4.0,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SMB233,5,154.901,5,4,Terceros,TRACTOMULA,0.28,4,0.22,0.04
SMB248,3,12.075,3,3,Terceros,TURBO,0.17,3,0.17,0.02
SMB272,2,69.0,2,1,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SMB845,2,48.0,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SMD872,30,916.65,30,16,Terceros,TRACTOMULA,1.68,15,0.83,0.22
SMD927,1,18.869,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMD991,6,42.931,6,5,Terceros,SENCILLO,0.34,3,0.17,0.05
SMG016,52,1542.044,52,29,Terceros,TRACTOMULA,2.9,18,1.0,0.38
SMG032,1,31.976000000000003,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMG756,312,5013.578,277,26,Terceros,DOBLETROQUE,17.43,18,1.0,1.5
SMG858,1,30.016,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMH326,1,3.9,1,1,Empresas,TURBO,0.06,1,0.06,0.01
SMH362,26,177.153,24,15,Terceros,SENCILLO,1.45,15,0.83,0.19
SMH477,161,1408.907,143,52,Terceros,SENCILLO,8.99,18,1.0,1.19
SMH848,4,92.33,4,1,Empresas,TRACTOMULA,0.22,4,0.22,0.03
SMH910,3,28.242,3,2,Empresas,SENCILLO,0.17,3,0.17,0.02
SMH940,1,32.039,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMH977,9,79.078,9,5,Terceros,SENCILLO,0.5,3,0.17,0.07
SMI033,1,16.982,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMI148,35,1162.879,29,17,Terceros,TRACTOMULA,1.95,8,0.44,0.26
SMI193,1,31.9,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMI392,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMI499,1,32.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMI960,2,61.499,2,2,Empresas,TRACTOMULA,0.11,1,0.06,0.01
SMI989,26,92.932,26,11,Terceros,TURBO,1.45,13,0.72,0.19
SMK069,28,246.333,28,17,Terceros,SENCILLO,1.56,13,0.72,0.21
SMK090,3,27.084000000000003,3,1,Empresas,TRACTOMULA,0.17,2,0.11,0.02
SMK148,1,7.6,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SMK320,57,212.642,57,21,Terceros,TURBO,3.18,18,1.0,0.42
SMK353,71,1099.687,69,31,Terceros,DOBLETROQUE,3.97,18,1.0,0.53
SMK357,67,1062.632,67,25,Terceros,DOBLETROQUE,3.74,13,0.72,0.5
SMK812,1,20.0,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMK818,1,20.1,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMK824,2,67.0,2,2,Empresas,TRACTOMULA,0.11,2,0.11,0.01
SML686,15,429.697,14,10,Terceros,TRACTOMULA,0.84,9,0.5,0.11
SML689,1,18.923,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SML694,2,32.0,2,1,Terceros,TRACTOMULA,0.11,2,0.11,0.01
SML850,1,30.078,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SML918,1,31.104,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMN077,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMO324,1,33.0,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SMR864,16,550.5,16,3,Empresas,TRACTOMULA,0.89,7,0.39,0.12
SMR886,1,34.5,1,1,Empresas,TRACTOMULA,0.06,1,0.06,0.01
SMT123,3,24.589,3,1,Terceros,SENCILLO,0.17,2,0.11,0.02
SMT493,2,6.885,2,1,Terceros,TURBO,0.11,1,0.06,0.01
SMW173,1,6.883000000000001,1,1,Empresas,SENCILLO,0.06,1,0.06,0.01
SMX281,1,32.596,1,1,Terceros,TRACTOMULA,0.06,1,0.06,0.01
SMZ539,18,127.155,18,15,Terceros,SENCILLO,1.01,8,0.44,0.13
SNA235,262,4755.564,251,39,Terceros,CUATROMANOS,14.63,18,1.0,1.5
SNA267,1,15.776000000000002,1,1,Terceros,DOBLETROQUE,0.06,1,0.06,0.01
SNA333,286,4442.297,277,24,Terceros,DOBLETROQUE,15.97,18,1.0,1.5
SNA571,135,2118.874,115,6,Terceros,DOBLETROQUE,7.54,12,0.67,1.0
SNA893,27,412.527,24,4,Terceros,DOBLETROQUE,1.51,3,0.17,0.2
SNA915,29,457.067,29,14,Terceros,DOBLETROQUE,1.62,12,0.67,0.21
SNB501,98,1514.0,79,18,Terceros,DOBLETROQUE,5.47,11,0.61,0.73
SNC264,2,33.0,2,2,Terceros,CUATROMANOS,0.11,2,0.11,0.01
